0,1,0.380769230769
0,2,0.350684931507
0,6,0.270305393112
0,8,0.252140410959
0,11,0.302739726027
0,13,0.171641791045
0,14,0.167623421355
0,17,0.35533869116
0,9,0.280948200176
0,19,0.242250287026
0,4,0.254975124378
0,25,0.156218905473
1,2,0.409340659341
1,4,0.222321428571
1,7,0.118725868726
1,8,0.381454162276
1,9,0.296218487395
1,11,0.323474178404
1,14,0.142156862745
1,19,0.314445828144
1,24,0.122233930453
2,3,0.321691176471
2,4,0.32619047619
2,8,0.245798319328
2,9,0.312820512821
2,11,0.302601809955
2,17,0.297902097902
2,24,0.150452488688
3,4,0.339861751152
3,10,0.211904761905
3,6,0.243421052632
3,9,0.188172043011
3,11,0.207386363636
3,12,0.234491315136
3,18,0.327956989247
3,20,0.0
3,22,0.260606060606
4,9,0.268361581921
4,12,0.346866096866
4,16,0.16013986014
4,18,0.585784313725
4,22,0.110821382008
5,6,0.111111111111
5,12,0.194915254237
5,13,0.1875
5,15,0.0833333333333
18,16,0.0940170940171
5,25,0.0333333333333
6,8,0.245175438596
6,10,0.31015037594
6,11,0.209722222222
6,14,0.104251012146
6,18,0.196428571429
6,22,0.246963562753
6,24,0.439484126984
7,8,0.103238866397
7,13,0.00735294117647
25,17,0.166666666667
7,16,0.294117647059
7,20,0.0735294117647
7,24,0.157142857143
8,11,0.273190045249
8,10,0.150735294118
8,19,0.414705882353
8,24,0.360294117647
9,10,0.128010704728
9,14,0.0769230769231
9,16,0.0357142857143
9,17,0.200130378096
9,23,0.122549019608
9,25,0.223717948718
10,12,0.225988700565
10,21,0.155633802817
10,18,0.158898305085
10,22,0.625
10,24,0.222084367246
11,17,0.127450980392
11,19,0.238235294118
11,22,0.198135198135
25,23,0.134057971014
12,18,0.381481481481
12,21,0.185787671233
12,22,0.209322033898
