0,9
0,3
0,6
1,9
1,19
1,4
2,17
2,6
2,14
3,18
3,9
3,24
4,17
4,13
4,1
5,12
6,22
6,2
6,0
7,16
7,11
8,11
8,19
8,9
9,0
9,1
9,3
10,21
10,8
10,3
11,8
11,3
11,14
12,18
12,3
12,5
13,17
14,17
14,2
14,13
16,18
17,13
17,14
18,16
19,8
21,10
22,6
22,21
22,19
24,3
24,22
24,0
25,13
25,17
