0,3,24,18
1,17,3,23
2,19,6,18
3,0,1,5
4,17,11,6
5,18,3,0
6,12,2,4
7,15,19,11
8,9,3,22
9,8,19,18
10,11,4,2
11,23,4,10
12,6,9,15
13,17,1,6
14,2,11,17
15,7,,
16,1,15,20
17,4,1,13
18,22,5,2
19,2,9,17
20,16,13,
21,22,18,
22,18,21,24
23,11,17,
24,0,22,11
25,2,15,13
