0,1,0.329254079254
0,2,0.304531085353
0,8,0.172813487882
0,11,0.186073059361
0,13,0.171641791045
0,14,0.0976933514247
0,17,0.201492537313
0,4,0.204975124378
0,25,0.089552238806
1,2,0.314935064935
1,7,0.118725868726
1,8,0.317351598174
1,11,0.301251956182
1,14,0.121323529412
2,3,0.273395721925
2,4,0.308333333333
2,8,0.239304812834
2,9,0.191608391608
2,11,0.201203208556
2,24,0.118983957219
3,4,0.211290322581
3,6,0.118421052632
3,22,0.0333333333333
4,9,0.151694915254
4,12,0.231481481481
4,16,0.0692307692308
4,18,0.460784313725
5,25,0.0333333333333
6,8,0.167397660819
6,10,0.203007518797
6,24,0.534722222222
7,8,0.0977443609023
8,24,0.235294117647
9,14,0.0
9,17,0.0847457627119
10,12,0.130750605327
10,22,0.571428571429
10,24,0.216589861751
11,19,0.0882352941176
11,22,0.121212121212
12,21,0.123287671233
12,22,0.130750605327
